Metric,Country,Administrative region,Year,HS_BIN,Class label,Count,Total valid cells,Percentage (%)
FC,Russia,Primorskiy,2004,0,Not significant,28,994,2.82
FC,Russia,Primorskiy,2004,1,"Hot spot, 90%",10,994,1.01
FC,Russia,Primorskiy,2004,2,"Hot spot, 95%",31,994,3.12
FC,Russia,Primorskiy,2004,3,"Hot spot, 99%",925,994,93.06
FC,Russia,Primorskiy,2005,-3,"Cold spot, 99%",0,994,0.0
FC,Russia,Primorskiy,2005,-2,"Cold spot, 95%",15,994,1.51
FC,Russia,Primorskiy,2005,-1,"Cold spot, 90%",17,994,1.71
FC,Russia,Primorskiy,2005,0,Not significant,218,994,21.93
FC,Russia,Primorskiy,2005,1,"Hot spot, 90%",30,994,3.02
FC,Russia,Primorskiy,2005,2,"Hot spot, 95%",38,994,3.82
FC,Russia,Primorskiy,2005,3,"Hot spot, 99%",676,994,68.01
FC,Russia,Primorskiy,2006,-3,"Cold spot, 99%",30,994,3.02
FC,Russia,Primorskiy,2006,-2,"Cold spot, 95%",38,994,3.82
FC,Russia,Primorskiy,2006,-1,"Cold spot, 90%",47,994,4.73
FC,Russia,Primorskiy,2006,0,Not significant,407,994,40.95
FC,Russia,Primorskiy,2006,1,"Hot spot, 90%",67,994,6.74
FC,Russia,Primorskiy,2006,2,"Hot spot, 95%",79,994,7.95
FC,Russia,Primorskiy,2006,3,"Hot spot, 99%",326,994,32.8
FC,Russia,Primorskiy,2007,-3,"Cold spot, 99%",34,994,3.42
FC,Russia,Primorskiy,2007,-2,"Cold spot, 95%",56,994,5.63
FC,Russia,Primorskiy,2007,-1,"Cold spot, 90%",13,994,1.31
FC,Russia,Primorskiy,2007,0,Not significant,312,994,31.39
FC,Russia,Primorskiy,2007,1,"Hot spot, 90%",42,994,4.23
FC,Russia,Primorskiy,2007,2,"Hot spot, 95%",88,994,8.85
FC,Russia,Primorskiy,2007,3,"Hot spot, 99%",449,994,45.17
FC,Russia,Primorskiy,2008,-3,"Cold spot, 99%",0,994,0.0
FC,Russia,Primorskiy,2008,-2,"Cold spot, 95%",72,994,7.24
FC,Russia,Primorskiy,2008,-1,"Cold spot, 90%",31,994,3.12
FC,Russia,Primorskiy,2008,0,Not significant,107,994,10.76
FC,Russia,Primorskiy,2008,1,"Hot spot, 90%",21,994,2.11
FC,Russia,Primorskiy,2008,2,"Hot spot, 95%",58,994,5.84
FC,Russia,Primorskiy,2008,3,"Hot spot, 99%",705,994,70.93
FC,Russia,Primorskiy,2009,-3,"Cold spot, 99%",0,994,0.0
FC,Russia,Primorskiy,2009,-2,"Cold spot, 95%",67,994,6.74
FC,Russia,Primorskiy,2009,-1,"Cold spot, 90%",47,994,4.73
FC,Russia,Primorskiy,2009,0,Not significant,72,994,7.24
FC,Russia,Primorskiy,2009,1,"Hot spot, 90%",2,994,0.2
FC,Russia,Primorskiy,2009,2,"Hot spot, 95%",12,994,1.21
FC,Russia,Primorskiy,2009,3,"Hot spot, 99%",794,994,79.88
FC,Russia,Primorskiy,2010,-3,"Cold spot, 99%",2,994,0.2
FC,Russia,Primorskiy,2010,-2,"Cold spot, 95%",77,994,7.75
FC,Russia,Primorskiy,2010,-1,"Cold spot, 90%",19,994,1.91
FC,Russia,Primorskiy,2010,0,Not significant,167,994,16.8
FC,Russia,Primorskiy,2010,1,"Hot spot, 90%",20,994,2.01
FC,Russia,Primorskiy,2010,2,"Hot spot, 95%",72,994,7.24
FC,Russia,Primorskiy,2010,3,"Hot spot, 99%",637,994,64.08
FC,Russia,Primorskiy,2011,-3,"Cold spot, 99%",3,994,0.3
FC,Russia,Primorskiy,2011,-2,"Cold spot, 95%",106,994,10.66
FC,Russia,Primorskiy,2011,-1,"Cold spot, 90%",14,994,1.41
FC,Russia,Primorskiy,2011,0,Not significant,431,994,43.36
FC,Russia,Primorskiy,2011,1,"Hot spot, 90%",60,994,6.04
FC,Russia,Primorskiy,2011,2,"Hot spot, 95%",111,994,11.17
FC,Russia,Primorskiy,2011,3,"Hot spot, 99%",269,994,27.06
FC,Russia,Primorskiy,2012,-3,"Cold spot, 99%",2,994,0.2
FC,Russia,Primorskiy,2012,-2,"Cold spot, 95%",121,994,12.17
FC,Russia,Primorskiy,2012,-1,"Cold spot, 90%",28,994,2.82
FC,Russia,Primorskiy,2012,0,Not significant,292,994,29.38
FC,Russia,Primorskiy,2012,1,"Hot spot, 90%",47,994,4.73
FC,Russia,Primorskiy,2012,2,"Hot spot, 95%",106,994,10.66
FC,Russia,Primorskiy,2012,3,"Hot spot, 99%",398,994,40.04
FC,Russia,Primorskiy,2013,-3,"Cold spot, 99%",24,994,2.41
FC,Russia,Primorskiy,2013,-2,"Cold spot, 95%",138,994,13.88
FC,Russia,Primorskiy,2013,-1,"Cold spot, 90%",86,994,8.65
FC,Russia,Primorskiy,2013,0,Not significant,461,994,46.38
FC,Russia,Primorskiy,2013,1,"Hot spot, 90%",30,994,3.02
FC,Russia,Primorskiy,2013,2,"Hot spot, 95%",72,994,7.24
FC,Russia,Primorskiy,2013,3,"Hot spot, 99%",183,994,18.41
FC,Russia,Primorskiy,2014,-3,"Cold spot, 99%",16,994,1.61
FC,Russia,Primorskiy,2014,-2,"Cold spot, 95%",63,994,6.34
FC,Russia,Primorskiy,2014,-1,"Cold spot, 90%",46,994,4.63
FC,Russia,Primorskiy,2014,0,Not significant,125,994,12.58
FC,Russia,Primorskiy,2014,1,"Hot spot, 90%",12,994,1.21
FC,Russia,Primorskiy,2014,2,"Hot spot, 95%",56,994,5.63
FC,Russia,Primorskiy,2014,3,"Hot spot, 99%",676,994,68.01
FC,Russia,Primorskiy,2015,-3,"Cold spot, 99%",22,994,2.21
FC,Russia,Primorskiy,2015,-2,"Cold spot, 95%",83,994,8.35
FC,Russia,Primorskiy,2015,-1,"Cold spot, 90%",34,994,3.42
FC,Russia,Primorskiy,2015,0,Not significant,78,994,7.85
FC,Russia,Primorskiy,2015,1,"Hot spot, 90%",9,994,0.91
FC,Russia,Primorskiy,2015,2,"Hot spot, 95%",24,994,2.41
FC,Russia,Primorskiy,2015,3,"Hot spot, 99%",744,994,74.85
FC,Russia,Primorskiy,2016,-3,"Cold spot, 99%",82,994,8.25
FC,Russia,Primorskiy,2016,-2,"Cold spot, 95%",170,994,17.1
FC,Russia,Primorskiy,2016,-1,"Cold spot, 90%",65,994,6.54
FC,Russia,Primorskiy,2016,0,Not significant,513,994,51.61
FC,Russia,Primorskiy,2016,1,"Hot spot, 90%",37,994,3.72
FC,Russia,Primorskiy,2016,2,"Hot spot, 95%",61,994,6.14
FC,Russia,Primorskiy,2016,3,"Hot spot, 99%",66,994,6.64
FC,Russia,Primorskiy,2017,-3,"Cold spot, 99%",41,994,4.12
FC,Russia,Primorskiy,2017,-2,"Cold spot, 95%",43,994,4.33
FC,Russia,Primorskiy,2017,-1,"Cold spot, 90%",22,994,2.21
FC,Russia,Primorskiy,2017,0,Not significant,468,994,47.08
FC,Russia,Primorskiy,2017,1,"Hot spot, 90%",52,994,5.23
FC,Russia,Primorskiy,2017,2,"Hot spot, 95%",79,994,7.95
FC,Russia,Primorskiy,2017,3,"Hot spot, 99%",289,994,29.07
FC,Russia,Primorskiy,2018,-3,"Cold spot, 99%",40,994,4.02
FC,Russia,Primorskiy,2018,-2,"Cold spot, 95%",8,994,0.8
FC,Russia,Primorskiy,2018,-1,"Cold spot, 90%",5,994,0.5
FC,Russia,Primorskiy,2018,0,Not significant,179,994,18.01
FC,Russia,Primorskiy,2018,1,"Hot spot, 90%",21,994,2.11
FC,Russia,Primorskiy,2018,2,"Hot spot, 95%",54,994,5.43
FC,Russia,Primorskiy,2018,3,"Hot spot, 99%",687,994,69.11
FC,Russia,Primorskiy,2019,-3,"Cold spot, 99%",38,994,3.82
FC,Russia,Primorskiy,2019,-2,"Cold spot, 95%",61,994,6.14
FC,Russia,Primorskiy,2019,-1,"Cold spot, 90%",11,994,1.11
FC,Russia,Primorskiy,2019,0,Not significant,107,994,10.76
FC,Russia,Primorskiy,2019,1,"Hot spot, 90%",15,994,1.51
FC,Russia,Primorskiy,2019,2,"Hot spot, 95%",28,994,2.82
FC,Russia,Primorskiy,2019,3,"Hot spot, 99%",734,994,73.84
FC,Russia,Primorskiy,2020,-3,"Cold spot, 99%",4,994,0.4
FC,Russia,Primorskiy,2020,-2,"Cold spot, 95%",88,994,8.85
FC,Russia,Primorskiy,2020,-1,"Cold spot, 90%",45,994,4.53
FC,Russia,Primorskiy,2020,0,Not significant,531,994,53.42
FC,Russia,Primorskiy,2020,1,"Hot spot, 90%",31,994,3.12
FC,Russia,Primorskiy,2020,2,"Hot spot, 95%",31,994,3.12
FC,Russia,Primorskiy,2020,3,"Hot spot, 99%",264,994,26.56
FC,Russia,Primorskiy,2021,-3,"Cold spot, 99%",10,994,1.01
FC,Russia,Primorskiy,2021,-2,"Cold spot, 95%",92,994,9.26
FC,Russia,Primorskiy,2021,-1,"Cold spot, 90%",64,994,6.44
FC,Russia,Primorskiy,2021,0,Not significant,569,994,57.24
FC,Russia,Primorskiy,2021,1,"Hot spot, 90%",38,994,3.82
FC,Russia,Primorskiy,2021,2,"Hot spot, 95%",88,994,8.85
FC,Russia,Primorskiy,2021,3,"Hot spot, 99%",133,994,13.38
FC,Russia,Primorskiy,2022,-3,"Cold spot, 99%",21,994,2.11
FC,Russia,Primorskiy,2022,-2,"Cold spot, 95%",90,994,9.05
FC,Russia,Primorskiy,2022,-1,"Cold spot, 90%",10,994,1.01
FC,Russia,Primorskiy,2022,0,Not significant,528,994,53.12
FC,Russia,Primorskiy,2022,1,"Hot spot, 90%",34,994,3.42
FC,Russia,Primorskiy,2022,2,"Hot spot, 95%",57,994,5.73
FC,Russia,Primorskiy,2022,3,"Hot spot, 99%",254,994,25.55
FC,Russia,Primorskiy,2023,-3,"Cold spot, 99%",56,994,5.63
FC,Russia,Primorskiy,2023,-2,"Cold spot, 95%",140,994,14.08
FC,Russia,Primorskiy,2023,-1,"Cold spot, 90%",59,994,5.94
FC,Russia,Primorskiy,2023,0,Not significant,557,994,56.04
FC,Russia,Primorskiy,2023,1,"Hot spot, 90%",23,994,2.31
FC,Russia,Primorskiy,2023,2,"Hot spot, 95%",58,994,5.84
FC,Russia,Primorskiy,2023,3,"Hot spot, 99%",101,994,10.16
FC,Russia,Primorskiy,2024,-3,"Cold spot, 99%",245,994,24.65
FC,Russia,Primorskiy,2024,-2,"Cold spot, 95%",375,994,37.73
FC,Russia,Primorskiy,2024,-1,"Cold spot, 90%",45,994,4.53
FC,Russia,Primorskiy,2024,0,Not significant,329,994,33.1
FC,Russia,Primorskiy,2024,1,"Hot spot, 90%",0,994,0.0
FC,Russia,Primorskiy,2024,2,"Hot spot, 95%",0,994,0.0
FC,Russia,Primorskiy,2024,3,"Hot spot, 99%",0,994,0.0
FC,Russia,Primorskiy,2025,-3,"Cold spot, 99%",415,994,41.75
FC,Russia,Primorskiy,2025,-2,"Cold spot, 95%",294,994,29.58
FC,Russia,Primorskiy,2025,-1,"Cold spot, 90%",56,994,5.63
FC,Russia,Primorskiy,2025,0,Not significant,229,994,23.04
FC,Russia,Primorskiy,2025,1,"Hot spot, 90%",0,994,0.0
FC,Russia,Primorskiy,2025,2,"Hot spot, 95%",0,994,0.0
FC,Russia,Primorskiy,2025,3,"Hot spot, 99%",0,994,0.0
BA,China,Heilongjiang,2001,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2001,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2001,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2001,0,Not significant,143,162,88.27
BA,China,Heilongjiang,2001,1,"Hot spot, 90%",4,162,2.47
BA,China,Heilongjiang,2001,2,"Hot spot, 95%",4,162,2.47
BA,China,Heilongjiang,2001,3,"Hot spot, 99%",11,162,6.79
BA,China,Heilongjiang,2002,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2002,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2002,-1,"Cold spot, 90%",9,162,5.56
BA,China,Heilongjiang,2002,0,Not significant,144,162,88.89
BA,China,Heilongjiang,2002,1,"Hot spot, 90%",1,162,0.62
BA,China,Heilongjiang,2002,2,"Hot spot, 95%",1,162,0.62
BA,China,Heilongjiang,2002,3,"Hot spot, 99%",7,162,4.32
BA,China,Heilongjiang,2003,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2003,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2003,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2003,0,Not significant,162,162,100.0
BA,China,Heilongjiang,2003,1,"Hot spot, 90%",0,162,0.0
BA,China,Heilongjiang,2003,2,"Hot spot, 95%",0,162,0.0
BA,China,Heilongjiang,2003,3,"Hot spot, 99%",0,162,0.0
BA,China,Heilongjiang,2004,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2004,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2004,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2004,0,Not significant,149,162,91.98
BA,China,Heilongjiang,2004,1,"Hot spot, 90%",3,162,1.85
BA,China,Heilongjiang,2004,2,"Hot spot, 95%",7,162,4.32
BA,China,Heilongjiang,2004,3,"Hot spot, 99%",3,162,1.85
BA,China,Heilongjiang,2005,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2005,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2005,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2005,0,Not significant,123,162,75.93
BA,China,Heilongjiang,2005,1,"Hot spot, 90%",10,162,6.17
BA,China,Heilongjiang,2005,2,"Hot spot, 95%",3,162,1.85
BA,China,Heilongjiang,2005,3,"Hot spot, 99%",26,162,16.05
BA,China,Heilongjiang,2006,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2006,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2006,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2006,0,Not significant,136,162,83.95
BA,China,Heilongjiang,2006,1,"Hot spot, 90%",11,162,6.79
BA,China,Heilongjiang,2006,2,"Hot spot, 95%",6,162,3.7
BA,China,Heilongjiang,2006,3,"Hot spot, 99%",9,162,5.56
BA,China,Heilongjiang,2007,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2007,-2,"Cold spot, 95%",2,162,1.23
BA,China,Heilongjiang,2007,-1,"Cold spot, 90%",23,162,14.2
BA,China,Heilongjiang,2007,0,Not significant,137,162,84.57
BA,China,Heilongjiang,2007,1,"Hot spot, 90%",0,162,0.0
BA,China,Heilongjiang,2007,2,"Hot spot, 95%",0,162,0.0
BA,China,Heilongjiang,2007,3,"Hot spot, 99%",0,162,0.0
BA,China,Heilongjiang,2008,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2008,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2008,-1,"Cold spot, 90%",4,162,2.47
BA,China,Heilongjiang,2008,0,Not significant,75,162,46.3
BA,China,Heilongjiang,2008,1,"Hot spot, 90%",7,162,4.32
BA,China,Heilongjiang,2008,2,"Hot spot, 95%",12,162,7.41
BA,China,Heilongjiang,2008,3,"Hot spot, 99%",64,162,39.51
BA,China,Heilongjiang,2009,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2009,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2009,-1,"Cold spot, 90%",3,162,1.85
BA,China,Heilongjiang,2009,0,Not significant,68,162,41.98
BA,China,Heilongjiang,2009,1,"Hot spot, 90%",2,162,1.23
BA,China,Heilongjiang,2009,2,"Hot spot, 95%",5,162,3.09
BA,China,Heilongjiang,2009,3,"Hot spot, 99%",84,162,51.85
BA,China,Heilongjiang,2010,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2010,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2010,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2010,0,Not significant,114,162,70.37
BA,China,Heilongjiang,2010,1,"Hot spot, 90%",9,162,5.56
BA,China,Heilongjiang,2010,2,"Hot spot, 95%",20,162,12.35
BA,China,Heilongjiang,2010,3,"Hot spot, 99%",19,162,11.73
BA,China,Heilongjiang,2011,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2011,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2011,-1,"Cold spot, 90%",5,162,3.09
BA,China,Heilongjiang,2011,0,Not significant,139,162,85.8
BA,China,Heilongjiang,2011,1,"Hot spot, 90%",2,162,1.23
BA,China,Heilongjiang,2011,2,"Hot spot, 95%",1,162,0.62
BA,China,Heilongjiang,2011,3,"Hot spot, 99%",15,162,9.26
BA,China,Heilongjiang,2012,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2012,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2012,-1,"Cold spot, 90%",7,162,4.32
BA,China,Heilongjiang,2012,0,Not significant,135,162,83.33
BA,China,Heilongjiang,2012,1,"Hot spot, 90%",6,162,3.7
BA,China,Heilongjiang,2012,2,"Hot spot, 95%",5,162,3.09
BA,China,Heilongjiang,2012,3,"Hot spot, 99%",9,162,5.56
BA,China,Heilongjiang,2013,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2013,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2013,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2013,0,Not significant,128,162,79.01
BA,China,Heilongjiang,2013,1,"Hot spot, 90%",4,162,2.47
BA,China,Heilongjiang,2013,2,"Hot spot, 95%",15,162,9.26
BA,China,Heilongjiang,2013,3,"Hot spot, 99%",15,162,9.26
BA,China,Heilongjiang,2014,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2014,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2014,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2014,0,Not significant,89,162,54.94
BA,China,Heilongjiang,2014,1,"Hot spot, 90%",4,162,2.47
BA,China,Heilongjiang,2014,2,"Hot spot, 95%",8,162,4.94
BA,China,Heilongjiang,2014,3,"Hot spot, 99%",61,162,37.65
BA,China,Heilongjiang,2015,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2015,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2015,-1,"Cold spot, 90%",0,162,0.0
BA,China,Heilongjiang,2015,0,Not significant,110,162,67.9
BA,China,Heilongjiang,2015,1,"Hot spot, 90%",9,162,5.56
BA,China,Heilongjiang,2015,2,"Hot spot, 95%",7,162,4.32
BA,China,Heilongjiang,2015,3,"Hot spot, 99%",36,162,22.22
BA,China,Heilongjiang,2016,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2016,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2016,-1,"Cold spot, 90%",3,162,1.85
BA,China,Heilongjiang,2016,0,Not significant,143,162,88.27
BA,China,Heilongjiang,2016,1,"Hot spot, 90%",3,162,1.85
BA,China,Heilongjiang,2016,2,"Hot spot, 95%",4,162,2.47
BA,China,Heilongjiang,2016,3,"Hot spot, 99%",9,162,5.56
BA,China,Heilongjiang,2017,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2017,-2,"Cold spot, 95%",24,162,14.81
BA,China,Heilongjiang,2017,-1,"Cold spot, 90%",29,162,17.9
BA,China,Heilongjiang,2017,0,Not significant,104,162,64.2
BA,China,Heilongjiang,2017,1,"Hot spot, 90%",0,162,0.0
BA,China,Heilongjiang,2017,2,"Hot spot, 95%",0,162,0.0
BA,China,Heilongjiang,2017,3,"Hot spot, 99%",5,162,3.09
BA,China,Heilongjiang,2018,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2018,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2018,-1,"Cold spot, 90%",17,162,10.49
BA,China,Heilongjiang,2018,0,Not significant,122,162,75.31
BA,China,Heilongjiang,2018,1,"Hot spot, 90%",2,162,1.23
BA,China,Heilongjiang,2018,2,"Hot spot, 95%",6,162,3.7
BA,China,Heilongjiang,2018,3,"Hot spot, 99%",15,162,9.26
BA,China,Heilongjiang,2019,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2019,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2019,-1,"Cold spot, 90%",10,162,6.17
BA,China,Heilongjiang,2019,0,Not significant,101,162,62.35
BA,China,Heilongjiang,2019,1,"Hot spot, 90%",3,162,1.85
BA,China,Heilongjiang,2019,2,"Hot spot, 95%",9,162,5.56
BA,China,Heilongjiang,2019,3,"Hot spot, 99%",39,162,24.07
BA,China,Heilongjiang,2020,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2020,-2,"Cold spot, 95%",0,162,0.0
BA,China,Heilongjiang,2020,-1,"Cold spot, 90%",15,162,9.26
BA,China,Heilongjiang,2020,0,Not significant,122,162,75.31
BA,China,Heilongjiang,2020,1,"Hot spot, 90%",5,162,3.09
BA,China,Heilongjiang,2020,2,"Hot spot, 95%",5,162,3.09
BA,China,Heilongjiang,2020,3,"Hot spot, 99%",15,162,9.26
BA,China,Heilongjiang,2021,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2021,-2,"Cold spot, 95%",42,162,25.93
BA,China,Heilongjiang,2021,-1,"Cold spot, 90%",40,162,24.69
BA,China,Heilongjiang,2021,0,Not significant,78,162,48.15
BA,China,Heilongjiang,2021,1,"Hot spot, 90%",2,162,1.23
BA,China,Heilongjiang,2021,2,"Hot spot, 95%",0,162,0.0
BA,China,Heilongjiang,2021,3,"Hot spot, 99%",0,162,0.0
BA,China,Heilongjiang,2022,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2022,-2,"Cold spot, 95%",38,162,23.46
BA,China,Heilongjiang,2022,-1,"Cold spot, 90%",38,162,23.46
BA,China,Heilongjiang,2022,0,Not significant,82,162,50.62
BA,China,Heilongjiang,2022,1,"Hot spot, 90%",4,162,2.47
BA,China,Heilongjiang,2022,2,"Hot spot, 95%",0,162,0.0
BA,China,Heilongjiang,2022,3,"Hot spot, 99%",0,162,0.0
BA,China,Heilongjiang,2023,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2023,-2,"Cold spot, 95%",8,162,4.94
BA,China,Heilongjiang,2023,-1,"Cold spot, 90%",42,162,25.93
BA,China,Heilongjiang,2023,0,Not significant,106,162,65.43
BA,China,Heilongjiang,2023,1,"Hot spot, 90%",3,162,1.85
BA,China,Heilongjiang,2023,2,"Hot spot, 95%",2,162,1.23
BA,China,Heilongjiang,2023,3,"Hot spot, 99%",1,162,0.62
BA,China,Heilongjiang,2024,-3,"Cold spot, 99%",0,162,0.0
BA,China,Heilongjiang,2024,-2,"Cold spot, 95%",24,162,14.81
BA,China,Heilongjiang,2024,-1,"Cold spot, 90%",41,162,25.31
BA,China,Heilongjiang,2024,0,Not significant,97,162,59.88
BA,China,Heilongjiang,2024,1,"Hot spot, 90%",0,162,0.0
BA,China,Heilongjiang,2024,2,"Hot spot, 95%",0,162,0.0
BA,China,Heilongjiang,2024,3,"Hot spot, 99%",0,162,0.0
BA,China,Heilongjiang,2025,-3,"Cold spot, 99%",15,162,9.26
BA,China,Heilongjiang,2025,-2,"Cold spot, 95%",65,162,40.12
BA,China,Heilongjiang,2025,-1,"Cold spot, 90%",26,162,16.05
BA,China,Heilongjiang,2025,0,Not significant,56,162,34.57
BA,China,Heilongjiang,2025,1,"Hot spot, 90%",0,162,0.0
BA,China,Heilongjiang,2025,2,"Hot spot, 95%",0,162,0.0
BA,China,Heilongjiang,2025,3,"Hot spot, 99%",0,162,0.0
BA,China,Jilin,2001,-3,"Cold spot, 99%",0,40,0.0
BA,China,Jilin,2001,-2,"Cold spot, 95%",0,40,0.0
BA,China,Jilin,2001,-1,"Cold spot, 90%",0,40,0.0
BA,China,Jilin,2001,0,Not significant,39,40,97.5
BA,China,Jilin,2001,1,"Hot spot, 90%",0,40,0.0
BA,China,Jilin,2001,2,"Hot spot, 95%",1,40,2.5
BA,China,Jilin,2001,3,"Hot spot, 99%",0,40,0.0
BA,China,Jilin,2002,-3,"Cold spot, 99%",0,40,0.0
BA,China,Jilin,2002,-2,"Cold spot, 95%",3,40,7.5
BA,China,Jilin,2002,-1,"Cold spot, 90%",5,40,12.5
BA,China,Jilin,2002,0,Not significant,32,40,80.0
BA,China,Jilin,2002,1,"Hot spot, 90%",0,40,0.0
BA,China,Jilin,2002,2,"Hot spot, 95%",0,40,0.0
BA,China,Jilin,2002,3,"Hot spot, 99%",0,40,0.0
BA,China,Jilin,2003,-3,"Cold spot, 99%",0,40,0.0
BA,China,Jilin,2003,-2,"Cold spot, 95%",3,40,7.5
BA,China,Jilin,2003,-1,"Cold spot, 90%",4,40,10.0
BA,China,Jilin,2003,0,Not significant,33,40,82.5
BA,China,Jilin,2003,1,"Hot spot, 90%",0,40,0.0
BA,China,Jilin,2003,2,"Hot spot, 95%",0,40,0.0
BA,China,Jilin,2003,3,"Hot spot, 99%",0,40,0.0
BA,China,Jilin,2004,-3,"Cold spot, 99%",0,40,0.0
BA,China,Jilin,2004,-2,"Cold spot, 95%",1,40,2.5
BA,China,Jilin,2004,-1,"Cold spot, 90%",3,40,7.5
BA,China,Jilin,2004,0,Not significant,35,40,87.5
BA,China,Jilin,2004,1,"Hot spot, 90%",1,40,2.5
BA,China,Jilin,2004,2,"Hot spot, 95%",0,40,0.0
BA,China,Jilin,2004,3,"Hot spot, 99%",0,40,0.0
BA,China,Jilin,2005,-3,"Cold spot, 99%",0,40,0.0
BA,China,Jilin,2005,-2,"Cold spot, 95%",1,40,2.5
BA,China,Jilin,2005,-1,"Cold spot, 90%",3,40,7.5
BA,China,Jilin,2005,0,Not significant,35,40,87.5
BA,China,Jilin,2005,1,"Hot spot, 90%",1,40,2.5
BA,China,Jilin,2005,2,"Hot spot, 95%",0,40,0.0
BA,China,Jilin,2005,3,"Hot spot, 99%",0,40,0.0
BA,China,Jilin,2006,-3,"Cold spot, 99%",0,40,0.0
BA,China,Jilin,2006,-2,"Cold spot, 95%",2,40,5.0
BA,China,Jilin,2006,-1,"Cold spot, 90%",3,40,7.5
BA,China,Jilin,2006,0,Not significant,34,40,85.0
BA,China,Jilin,2006,1,"Hot spot, 90%",1,40,2.5
BA,China,Jilin,2006,2,"Hot spot, 95%",0,40,0.0
BA,China,Jilin,2006,3,"Hot spot, 99%",0,40,0.0
BA,China,Jilin,2007,-3,"Cold spot, 99%",0,40,0.0
BA,China,Jilin,2007,-2,"Cold spot, 95%",2,40,5.0
BA,China,Jilin,2007,-1,"Cold spot, 90%",4,40,10.0
BA,China,Jilin,2007,0,Not significant,34,40,85.0
BA,China,Jilin,2007,1,"Hot spot, 90%",0,40,0.0
BA,China,Jilin,2007,2,"Hot spot, 95%",0,40,0.0
BA,China,Jilin,2007,3,"Hot spot, 99%",0,40,0.0
BA,China,Jilin,2008,-3,"Cold spot, 99%",0,40,0.0
BA,China,Jilin,2008,-2,"Cold spot, 95%",0,40,0.0
BA,China,Jilin,2008,-1,"Cold spot, 90%",2,40,5.0
BA,China,Jilin,2008,0,Not significant,37,40,92.5
BA,China,Jilin,2008,1,"Hot spot, 90%",0,40,0.0
BA,China,Jilin,2008,2,"Hot spot, 95%",0,40,0.0
BA,China,Jilin,2008,3,"Hot spot, 99%",1,40,2.5
